NOME FANTASIA;CNES;CNPJ;UF;MUNICIPIO;DATA DE ATUALIZAÇÃO
LAPAC LABORATORIO DE ANATOMIA PATOLOGICA E CITOPAT;3113310;30051924000188;RJ;RIO DE JANEIRO;30/08/2018
LAPAC LABORATORIO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA;3137503;15456809000108;MS;DOURADOS;30/08/2018
LAPAC LABORATORIO DE PATOLOGIA;7847459;00454686000190;DF;BRASILIA;30/08/2018
LAPACI;2517973;02633121000104;GO;GOIANIA;30/08/2018
LAPACI;2,10176E+14;02633121000104;GO;GOIANIA;30/08/2018
LAPACI LAB ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA;2199602;74003674000186;MG;LEOPOLDINA;30/08/2018
LAPAM;2586592;80890254000161;PR;MARINGA;30/08/2018
LAPAT;7146442;15491959000144;SP;SAO JOSE DO RIO PRETO;30/08/2018
LAPAT LABORATORIO DE PATOLOGIA FERNANDOPOLIS;2061783;51838225000152;SP;FERNANDOPOLIS;30/08/2018
LAPAV;2292920;29285434000167;RJ;VALENCA;30/08/2018
LAPCI;2413833;13520119000137;BA;ITAMARAJU;30/08/2018
LAPEC CAMBE;2729830;75737999000155;PR;CAMBE;30/08/2018
LAPEM LABORATORIO PESQUISAS MEDICAS LTDAME;2226650;01887756000167;RS;TRIUNFO;30/08/2018
LAPMA LABORATORIO DRA MONICA;3050;03118657000146;SE;ARACAJU;30/08/2018
LAPMED LIMEIRA;6031501;08576740000182;SP;LIMEIRA;30/08/2018
LAPS;225148;00816883000102;SC;RIO DO SUL;30/08/2018
LASAC;5778921;08754075000170;BA;CASA NOVA;30/08/2018
LASAC;2634651;11349776000138;PE;SALGUEIRO;30/08/2018
LASER VISION CENTER CENTRO OFTALMOLOGICO E DE DIAG LTDA;3237702;00963309000187;SP;BARUERI;30/08/2018
LASY LABORATORIO CLINICO;2729849;73809055000110;PR;ARAPONGAS;30/08/2018
LAUDO X RADIOLOGIA ODONTOLOGICA;6383726;09551935000130;RJ;RIO DE JANEIRO;30/08/2018
LAURA FREGONESE LABORATORIO;2667053;02986200000190;PR;FRANCISCO BELTRAO;30/08/2018
LEAC;5598702;08304194000120;PE;GARANHUNS;30/08/2018
LEC LABORATORIO DE ANALISES;6742;32665135000162;BA;SALVADOR;30/08/2018
LEHR PRIME LABORATORIO;91000881;21183051000176;CE;FORTALEZA;30/08/2018
LEMA LABORATORIO DE ANALISE CLINICAS;7840209;21302618000186;TO;WANDERLANDIA;30/08/2018
LEME E QUEZADA PRESTADORA DE SERVICOS MEDICOS SOROCABA;7983166;15430604000145;SP;SOROCABA;30/08/2018
LEONARD NASCIMENTO BRITO;6489567;08903101000184;AL;PALMEIRA DOS INDIOS;30/08/2018
LEP FITNESS;7336683;20595819000156;MA;SAO LUIS;30/08/2018
LESTE COR CENTRO MEDICO;3559548;01336467000170;SP;SAO PAULO;30/08/2018
LEVITTE FISIOTERAPIA PILATES;9065431;23944154000137;PE;RECIFE;30/08/2018
LFJS                                                                                                                                ;5407591;15194004000125;BA;SAO MIGUEL DAS MATAS;30/08/2018
LFJS                                                                                                                                ;5407591;15194004000125;BA;LAURO DE FREITAS;30/08/2018
LFJS                                                                                                                                ;5407591;15194004000125;BA;NOVA CANAA;30/08/2018
LGL;2336545;05346894000190;SC;BLUMENAU;30/08/2018
LGNEUROSERVICE CONSULTORIA E ASSESSORIA MEDICA;5613868;07525937000120;RJ;RIO DE JANEIRO;30/08/2018
LIDER LAB;2444364;07193466000108;SE;ESTANCIA;30/08/2018
LIFE CLINICA DE SAUDE HUMANA ITAJUBA;6064329;10418529000183;MG;ITAJUBA;30/08/2018
LILIAN LABORATORIO DE ANALISES CLINICAS LTDA;3366979;30574677000102;ES;MIMOSO DO SUL;30/08/2018
LIPASE MEDICINA LABORATORIAL;7961804;18274996000199;RJ;RIO DE JANEIRO;30/08/2018
LIQUOR SRC LTDA;3999084;43327162000141;SP;SANTO ANDRE;30/08/2018
LK DE ARAUJO FONOAUDIOLOGIA EIRELI;778479;15492756000172;RJ;RIO DE JANEIRO;30/08/2018
LM FISIOFORMA;5264014;08453929000188;RJ;NOVA FRIBURGO;30/08/2018
LM LABORATORIO;2822393;04731383000129;SC;SCHROEDER;30/08/2018
LML;248716;13571211000126;BA;ALAGOINHAS;30/08/2018
LOC SERVICOS DE APOIO AO DIAGNOSTICO EIRELI;7985517;19760872000186;PR;LONDRINA;30/08/2018
LOFT OFTALMO E LASER;7529694;20402537000195;MA;IMPERATRIZ;30/08/2018
LONDRINA MEDICINA NUCLEAR SC LTDA;2579413;01122675000176;PR;LONDRINA;30/08/2018
LONGEVITA;6428673;12602596000189;PR;CURITIBA;30/08/2018
LONGHI OLIVEIRA;6525156;11517344000199;PR;PATO BRANCO;30/08/2018
LOPES GUIMARAES ANALISES CLINICAS;9105840;20502772000139;MG;POMPEU;30/08/2018
LPC;2579472;85429983000139;PR;LONDRINA;30/08/2018
LPCLS;2099136;20031431000122;MG;SACRAMENTO;30/08/2018
LPN LABORATORIO PAULO NETTO;5277027;01720389000102;MG;JOAO PINHEIRO;30/08/2018
LSL SAO LUCAS;7951957;23875538000145;SP;RIO CLARO;30/08/2018
LUCAS COELHO PENA;7669755;;MG;ARAXA;30/08/2018
LUCIANE MORIMITSU;3346234;;PR;LONDRINA;30/08/2018
LULAC LABORATORIO DE ANALISES CLINICAS IBATE;5334020;04176126000172;SP;IBATE;30/08/2018
LZ PATOLOGIA FILIAL 01;5305632;05991664000264;RS;PORTO ALEGRE;30/08/2018
M AGOSTINHO VIEIRA FISIOCOR;5918758;08907409000106;MA;SAO LUIS;30/08/2018
M B LABORATORIO DE ANALISES CLINICAS LTDA ME;6900844;13337595000117;RS;TORRES;30/08/2018
M C MONTANDON DIAGNOSTICO POR IMAGEM;5730406;04360286000177;GO;GOIANIA;30/08/2018
M L ANALISES ESPECIALIZADAS MATRIZ RIBEIRAO PRETO;2077000;02361348000130;SP;RIBEIRAO PRETO;30/08/2018
M O S S SERVICOS DE FISIOTERAPIA LTDA;3941892;05953300000109;SP;RIBEIRAO PRETO;30/08/2018
M W REABILITACAO MOTORA;3346161;02785663000194;SP;SAO JOSE DOS CAMPOS;30/08/2018
MA LABORATORIO DE ANALISES SUD MENNUCCI;6086942;09471077000114;SP;SUD MENNUCCI;30/08/2018
MACRO E MICRO ANATOMIA PATOLOGICA;3191117;80675309000110;SC;FLORIANOPOLIS;30/08/2018
MAIER BIOMEDICINA LABORATORIAL LTDA;7843143;22063803000128;RS;VIAMAO;30/08/2018
MAIS DIAGNOSTICO SV LTDA;7074441;12033286000190;ES;VITORIA;30/08/2018
MAIS SAUDE;6021751;10276778000181;RJ;ITABORAI;30/08/2018
MAIS SAUDE;3219739;05314247000104;ES;ALEGRE;30/08/2018
MAIS SAUDE LABORATORIO DE ANALISES CLINICAS;9172890;24961608000140;MG;NEPOMUCENO;30/08/2018
MALIL PERFORMANCE FISIO ITU;3228533;47805411000118;SP;ITU;30/08/2018
MAMOCENTRO;5052378;00266113000133;MG;DIVINOPOLIS;30/08/2018
MANOEL FLORENCIO DIAGNOSTICOS;2427397;35665645000128;PE;CARUARU;30/08/2018
MARCOS DANIEL LABORATORIO LTDA;3537978;27031566000137;ES;VILA VELHA;30/08/2018
MARIA CHRISTINA LOYOLA EXAMES CITOLOGICOS LTDA;2216019;25703372000105;MG;BELO HORIZONTE;30/08/2018
MARIA JOSE D ANDREA GATTI KUNTZ BUSCH;6150632;;SP;CAMPINAS;30/08/2018
MARIA LUIZA BARRETO;3484106;;GO;ITUMBIARA;30/08/2018
MARIANA CENTRO MEDICO DE DIAGNOSTICO;2102250;02143367000190;MG;MARIANA;30/08/2018
MARIANA FISIOCENTER SC LTDA;2121298;;MG;MARIANA;30/08/2018
MARIANA FISIOCLIN FISIOTERAPIA E PILATES;7515464;11021922000100;MG;MARIANA;30/08/2018
MARIELLA TRECENTI CAPOANI;7687389;21924976000120;SP;LENCOIS PAULISTA;30/08/2018
MARINA BERGANTIN;5668883;07222836000180;SP;SALTO;30/08/2018
Marina Magalhães Angelim                                                                                                            ;5855349;09016083000181;CE;GRANJA;30/08/2018
MARQUES DALMEIDA LABORATORIOS;9077006;92807452000106;RS;PORTO ALEGRE;30/08/2018
MARTINS E BOARI FISIOTERAPIA;7695101;12049429000152;SP;OSASCO;30/08/2018
MARTINS E GODOY MEDICINA DIAGNOSTICA;2695510;42785345000148;MG;BELO HORIZONTE;30/08/2018
MASTER FISIOTERAPIA;6832199;12090459000102;BA;SALVADOR;30/08/2018
MASTERLAB;6720188;12615459000189;RS;MONTENEGRO;30/08/2018
MASTERLAB;2417510;03150531000159;BA;ITAPETINGA;30/08/2018
MATER RECURARE CLINICA DE FISIOTERAPIA;5078989;06332025000179;RN;MOSSORO;30/08/2018
MATERFISIO;7417225;19169496000150;MG;BELO HORIZONTE;30/08/2018
MATEUS LEME CLINICA DE FISIOTERAPIA ROBERTA A GUIMARAES L;5945089;06307277000148;MG;MATEUS LEME;30/08/2018
MATEUS LEME LABORANALISE;3212432;05023888000100;MG;MATEUS LEME;30/08/2018
MATOZINHOS FISIOCENTRO;2158566;20462693000141;MG;MATOZINHOS;30/08/2018
MATOZINHOS LABORCLINICA APOIO DIAGNOSTICO LABORATORIAL;2182475;26243642000105;MG;MATOZINHOS;30/08/2018
MATOZINHOS NAF;3148297;05231364000104;MG;MATOZINHOS;30/08/2018
MATTANA FISIOTERAPIA;5277760;08148407000172;SP;SAO JOSE DOS CAMPOS;30/08/2018
MAURICIO TOLEDO DE ABREU CARDIOLOGIA;3917282;97497473000188;SP;SAO PAULO;30/08/2018
MAXTRANSFORM FISIOTERAPIA;7168365;07788644000135;RJ;RIO DE JANEIRO;30/08/2018
MC FISIO HOME;6807925;04721118000160;RJ;RIO DE JANEIRO;30/08/2018
MDMEDICINA DIGITAL LTDA;3438864;01490472000132;RS;PORTO ALEGRE;30/08/2018
MED CLIN;7069960;10729616000232;RJ;RIO DE JANEIRO;30/08/2018
MED E FISIO;7393423;18310525000199;MG;CONTAGEM;30/08/2018
MED FISIO;6741207;04174619000173;DF;BRASILIA;30/08/2018
MED IMAGEM DIAGNOSTICO;2484390;02447909000118;ES;SAO MATEUS;30/08/2018
MED LAB;6894062;12126911000149;SP;BAURU;30/08/2018
MED RIM;21733;24626194000101;MS;CAMPO GRANDE;30/08/2018
MEDCAL CLINICA DE ESPECIALIDADES;5904110;07905894000108;SC;BALNEARIO CAMBORIU;30/08/2018
MEDCENTER;3623645;02145643000159;MG;MURIAE;30/08/2018
MEDCENTER;3504891;36238913000198;RJ;TERESOPOLIS;30/08/2018
MEDCENTRO;3040259;76621085000197;PR;CURITIBA;30/08/2018
MEDCLIN;2534274;26576116000167;MT;CUIABA;30/08/2018
MEDGEN;6546625;11319200000128;MG;UBERLANDIA;30/08/2018
MEDIC IMAGEM JALES;3287610;04723426000124;SP;JALES;30/08/2018
MEDICAL CARE;5263689;51244960000138;SP;BARUERI;30/08/2018
MEDICAL FISIO;5054796;06273864000163;RJ;CAMPOS DOS GOYTACAZES;30/08/2018
MEDICAL LAB;7373023;07890474000103;PI;TERESINA;30/08/2018
MEDICAL MEDICINA LABORATORIAL DIAGNOSTICO S C DO SUL;2801264;44401933000166;SP;SAO CAETANO DO SUL;30/08/2018
MEDICAL MEDICINA LABORATORIAL E DIAGNOSTICA;2801264;44401933000166;SP;SAO CAETANO DO SUL;30/08/2018
MEDICARDIO;7471815;08955702000130;PI;TERESINA;30/08/2018
MEDICINA DIAGNOSTICA;2249308;04386633000130;RS;ERECHIM;30/08/2018
MEDICINA LABORATORIAL RENATO ARRUDA LTDA;9135189;05513982000805;MS;CAMPO GRANDE;30/08/2018
MEDICINA NUCLEAR NH;2229765;94708047000158;RS;NOVO HAMBURGO;30/08/2018
MEDICINA SANTO ANDRE;3538931;32896854000194;SE;ARACAJU;30/08/2018
MEDICLIN DIAGNOSTICO E TRATAMENTO S S LTDA;5208408;41160821000172;AL;MACEIO;30/08/2018
MEDICO CENTER;3274276;40740466000148;BA;ILHEUS;30/08/2018
MEDICOR;5255198;24318149000181;AL;MACEIO;30/08/2018
MEDIGASTRO;3303462;37987724000180;DF;BRASILIA;30/08/2018
MEDIKA LAB;6672426;08332795000147;SP;VARZEA PAULISTA;30/08/2018
MEDILABOR;6920748;14534785000197;RS;CANELA;30/08/2018
MEDISCAN MEDICINA DIAGNOSTICA;3184587;87165411000115;RS;PORTO ALEGRE;30/08/2018
MEDITRAUMA;3378225;68641117000198;RJ;RIO DE JANEIRO;30/08/2018
MEDLAB;7202679;08731054000139;BA;VALENCA;30/08/2018
MEDLAB PIRACICABA;2010340;03677636000160;SP;PIRACICABA;30/08/2018
MEDLABOR MEDICINA LABORATORIAL LTDA;3045943;05889071000100;SE;ESTANCIA;30/08/2018
MEDNUCLEAR;6620213;05929036000178;PA;BELEM;30/08/2018
MEGAENSAIO LABORATORIO DE ANALISES CLINICAS LTDA;3136701;57741456000120;SP;REGISTRO;30/08/2018
MELLO CENTRO DE DIAGNOSTICO;7122640;52567864000517;SP;SAO PAULO;30/08/2018
MELLO CENTRO DE DIAGNOSTICO;7910231;52567864000789;SP;SAO PAULO;30/08/2018
MELLO CENTRO DE DIAGNOSTICO;2075369;52567864000193;SP;SAO PAULO;30/08/2018
MELLO CENTRO DE DIAGNOSTICO;7120273;52567864000606;SP;SAO PAULO;30/08/2018
MELLO CENTRO DE DIAGNOSTICO;7120281;52567864000355;SP;SAO PAULO;30/08/2018
MELLO CENTRO DE DIAGNOSTICO;7122659;52567864000436;SP;SAO PAULO;30/08/2018
MELLO SERVICO DE DIAGNOSTICO;7887647;55949325000107;SP;SAO PAULO;30/08/2018
MENDELICS ANALISE GENOMICA;7330804;15519353000170;SP;SAO PAULO;30/08/2018
MERIELLE REIS CLINICA DE FISIOTERAPIA;7867921;08678813000147;MG;POMPEU;30/08/2018
MESPI;2766337;04469591000100;SP;INDAIATUBA;30/08/2018
METHODOS LABORATORIO POUSO ALEGRE;3085422;19035971000103;MG;POUSO ALEGRE;30/08/2018
METROLAB;7348177;03121939000100;PR;COLOMBO;30/08/2018
METROLAB;7348177;03121939001255;PR;COLOMBO;30/08/2018
METROLAB;14982;03121939000100;PR;COLOMBO;30/08/2018
MH CLINICA MEDICA OFTALMOLOGICA;7417519;15842841000113;SC;JARAGUA DO SUL;30/08/2018
MH MUELLER HINTON LABORATORIO;6591132;53724613000138;SP;BOM JESUS DOS PERDOES;30/08/2018
MIANI CLINICA DE SAUDE LTDA;7090552;16691279000137;PE;PETROLINA;30/08/2018
MIARI GALINARI;6850049;14166445000150;SP;CEDRAL;30/08/2018
MICRA;7720424;02777949000128;DF;BRASILIA;30/08/2018
MICROIMAGEM LABORATORIO;7381921;00222442000182;RJ;RIO DE JANEIRO;30/08/2018
MICROLAB;3066673;04670222000172;PB;PATOS;30/08/2018
MICROLAB LABORATORIO DE ANALISES CLINICAS;3286630;01104592000154;GO;JATAI;30/08/2018
MICROMED;2057042;64611098000104;SP;PRESIDENTE PRUDENTE;30/08/2018
MICRON LABORATORIO;4072138;00796409000166;GO;RIO VERDE;30/08/2018
MICROPAR;2577682;75735886000110;PR;LONDRINA;30/08/2018
MIKROS ANATOMIA PATOLOGICA;7775369;20485395000177;CE;FORTALEZA;30/08/2018
MILITELLO CENTRO DE DIAG E BIOPESQUISA CLINICA;7225075;07411338000185;SP;SAO PAULO;30/08/2018
MILMED;5494184;36329696000141;ES;VITORIA;30/08/2018
MIOFASCIAL CLINICA DE FISIOTERAPIA;6289835;10567221000108;SC;SAO JOSE;30/08/2018
MIOTELLO LABORATORIO DE ANALISES CLINICAS;3170012;01336162000168;SP;GARCA;30/08/2018
MIRALAB;3767353;00141378000105;MG;MIRABELA;30/08/2018
MIYASAWA ODONTOLOGIA;7912005;22496951000136;SP;SALTO DE PIRAPORA;30/08/2018
MLAB MEDICINA DIAGNOSTICA;7152434;15743448000172;MG;TEOFILO OTONI;30/08/2018
MMM LABORATORIO DE PATOLOGIA;3061825;42488957000179;RJ;RIO DE JANEIRO;30/08/2018
MND CAMPINAS;2029847;00257191000171;SP;CAMPINAS;30/08/2018
MODELLE ESTETICA E BELEZA;6890695;13309905000190;MA;SAO LUIS;30/08/2018
MONICA GATZKE KELM EIRELI;7103883;15260579000107;RS;SANTO ANGELO;30/08/2018
MONTE SINAIS FISOTERAPIA HOSPITALAR LTDA;5375606;05598177000155;ES;VILA VELHA;30/08/2018
MOREIRA JUNIOR;2239302;02554737000181;RS;CAXIAS DO SUL;30/08/2018
MOTTA MED SERVICOS MEDICOS S S MOCOCA;3396169;10650346000199;SP;MOCOCA;30/08/2018
MOV MENTE FISIOTERAPIA E REABILITACAO;6413560;03069784000100;RJ;RIO DE JANEIRO;30/08/2018
MOVE UP FISIOTERAPIA;3923681;03923494000174;MG;BELO HORIZONTE;30/08/2018
MOVIMENTE CLINICA DE FISIOTERAPIA E PSICOLOGIA;6740561;09686378000165;SC;VIDAL RAMOS;30/08/2018
MOVIMENTO CLINICA DE FISIOTERAPIA SC LTDA;3152723;23104508000135;MG;UBERLANDIA;30/08/2018
MOVIMENTUM PRO FISIO;6996426;11411883000149;SP;SAO PAULO;30/08/2018
MP FISIOTERAPIA SAO VICENTE;6340520;11065345000140;SP;SAO VICENTE;30/08/2018
MR LABORATORIO CLINICO;2653826;37665247000137;GO;GOIANIA;30/08/2018
MR VENTURA MEDICINA DIAGNOSTICA;6287557;10607625000170;MS;TRES LAGOAS;30/08/2018
MSB FISIOTERAPIA;5354404;08018639000106;ES;SERRA;30/08/2018
MULIER LABORATORIO CLINICO;7869452;00346098000133;DF;BRASILIA;30/08/2018
MULTCLINICA;7928467;22914205000115;MG;IBIRITE;30/08/2018
MULTI RIM;3730530;02975726000175;PE;RECIFE;30/08/2018
MULTI VIDA;6951848;13785911000113;MS;PORTO MURTINHO;30/08/2018
MULTIFISIO;7140568;16384768000146;RN;NATAL;30/08/2018
MULTIFISIO;6442579;11140975000131;DF;BRASILIA;30/08/2018
MULTIFISIO CLINICA DE FISIOTERAPIA;3723208;07180448000183;RS;CAXIAS DO SUL;30/08/2018
MULTIHEMO;5246679;03559174000187;PE;RECIFE;30/08/2018
MULTIHEMO;9047948;03559174000268;PE;RECIFE;30/08/2018
MULTIMAGEM;3973093;04030215000106;DF;BRASILIA;30/08/2018
MULTIMAGEM CLINICA DE DIAGNOSTICO POR IMAGEM;2050366;68321652000161;SP;ARARAQUARA;30/08/2018
MURILABOR;2162180;20343778000100;MG;MURIAE;30/08/2018
N A LABORATORIO DE ANALISES CLINICAS LTDA;6507387;10613623000193;SP;SOCORRO;30/08/2018
N M SERVICOS;7705883;21563497000126;ES;LINHARES;30/08/2018
NAD AGUAI;3956350;07638337000178;SP;AGUAI;30/08/2018
NALEVI FISIOTERAPIA;7160933;15732869000106;SP;CAMPINAS;30/08/2018
NAMI NUCLEO DE ATENCAO MEDICA INTEGRADA;2528673;07373434000186;CE;FORTALEZA;30/08/2018
NASPP;6738907;12638519000189;MG;MONTES CLAROS;30/08/2018
NATAL LAB;7127855;10346016000104;RN;NATAL;30/08/2018
NATCLIN;3742601;07489901000138;SE;NOSSA SENHORA DAS DORES;30/08/2018
NC LABORATORIO;2697270;20389177000139;MG;UBERLANDIA;30/08/2018
NEAD NUCLEO DE ENDOSCOPIA AVANCADA DO APARELHO DIGESTIVO;7144253;14782354000140;MG;BELO HORIZONTE;30/08/2018
NEAP;3564185;11965795000199;PE;RECIFE;30/08/2018
NEFRO ESSENCE;6020119;09532726000140;GO;GOIANIA;30/08/2018
NEFROCLINICA;1694;08084394000115;PE;RECIFE;30/08/2018
NEFROKIDS;6496857;06115577000125;PR;CURITIBA;30/08/2018
NEFROLAB LABORATORIO DE ANALISES CLINICA;2821419;71728133000127;SP;SAO PAULO;30/08/2018
NEFRON CLINICA SC LTDA;2380412;12752465000188;RN;NATAL;30/08/2018
NEFRON LTDA;2154722;19693688000160;MG;CONTAGEM;30/08/2018
NEFRON SERVICOS DE NEFROLOGIA;2515393;22865117000170;RO;PORTO VELHO;30/08/2018
NEFROS;2057077;53501714000140;SP;SAO PAULO;30/08/2018
NELI VOLCATO ZASSO;2241862;01322639000156;RS;JULIO DE CASTILHOS;30/08/2018
NEO DIAGNOSTICO;2688735;05528012000107;SC;CONCORDIA;30/08/2018
NEOFISIO CLINICA DE FISIOTERAPIA;3520226;13453980000120;BA;FEIRA DE SANTANA;30/08/2018
NEOLAB;7943253;19325330000185;AL;MACEIO;30/08/2018
NEOLAB;2052253;67366872000149;SP;TIETE;30/08/2018
NEON NUCLEO ESPECIALIZADO EM ONCOLOGIA;9140387;04786490000405;ES;VILA VELHA;30/08/2018
NEON NUCLEO ESPECIALIZADO EM ONCOLOGIA;3246760;04786490000154;ES;SERRA;30/08/2018
NEON NUCLEO ESPECIALIZADO EM ONCOLOGIA FILIAL 01;5004411;04786490000235;ES;VITORIA;30/08/2018
NEPHRON;2032228;57810459000178;SP;SAO PAULO;30/08/2018
NEPHRON;11304;32911992000286;DF;BRASILIA;30/08/2018
NEPHRON BRASILIA SERVICOS MEDICOS;7612540;32911992000367;DF;BRASILIA;30/08/2018
NEPHRON BRASILIA SERVICOS MEDICOS;3459918;32911992000103;DF;BRASILIA;30/08/2018
NEPHRON CARE ASSISTENCIA MEDICA;3296725;97431829000180;RJ;NITEROI;30/08/2018
NEPHRON ITAPUA;2510022;13323571000290;BA;SALVADOR;30/08/2018
NESC;7191227;17496149000106;SE;ARACAJU;30/08/2018
NETO KATO MENDONCA LAB PATOLOGIA CIRURG E CITOPATOLOGIA;7057725;13266593000184;SP;JUNDIAI;30/08/2018
