NOME FANTASIA;CNES;CNPJ;UF;MUNICIPIO;DATA DE ATUALIZAÇÃO
LABORATORIO BIOSUL;2254425;95290292000150;RS;SANTA ROSA;30/08/2018
LABORATORIO BIOTERENOS;6923542;13962086000185;MS;TERENOS;30/08/2018
LABORATORIO BIOTEST;2448394;03544242000134;ES;COLATINA;30/08/2018
LABORATORIO BIOVALE;3746216;57741597000142;SP;CAJATI;30/08/2018
LABORATORIO BIOVIDA;6124348;09440915000192;SC;FLORIANOPOLIS;30/08/2018
LABORATORIO BIOVITTA;8640202;02632062000141;SP;BURITIZAL;30/08/2018
LABORATORIO BOM JESUS;2693127;75278952000170;SC;PALHOCA;30/08/2018
LABORATORIO BOM PASTOR;7481381;89667927000940;RS;TAQUARA;30/08/2018
LABORATORIO BOM PASTOR;6510671;89667927000436;RS;IGREJINHA;30/08/2018
LABORATORIO BOM PASTOR;2140756;38516431000188;MG;CORONEL FABRICIANO;30/08/2018
LABORATORIO BOM PASTOR;7567847;89667927000860;RS;GRAMADO;30/08/2018
LABORATORIO BOM PASTOR;5853257;04986331000101;RS;TRES COROAS;30/08/2018
LABORATORIO BOM PASTOR;6514863;89667927000789;RS;TAQUARA;30/08/2018
LABORATORIO BOM PASTOR LTDA;2707705;89667927000274;RS;TAQUARA;30/08/2018
LABORATORIO BOM PASTOR LTDA;2226723;89667927000193;RS;IGREJINHA;30/08/2018
LABORATORIO BOM PASTOR LTDA;7607385;19862968000155;RS;SAPIRANGA;30/08/2018
LABORATORIO BORBOREMA;4005821;05053244000156;PA;BELEM;30/08/2018
LABORATORIO BORDIGNON SANTA ROSA DE VITERBO;3401782;66995960000147;SP;SANTA ROSA DE VITERBO;30/08/2018
LABORATORIO BORGES NASSRALLA LTDA;3182258;29259272000192;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO BORGMANN;5037417;06951521000100;PR;MARECHAL CANDIDO RONDON;30/08/2018
LABORATORIO BRAGA FILHO;3135438;28988962000110;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO BRASIL;7378114;13565444000116;BA;SANTO ANTONIO DE JESUS;30/08/2018
LABORATORIO BRASIL;2249693;92080589000101;RS;HORIZONTINA;30/08/2018
LABORATORIO BRASILIA;2649012;82809351000102;SC;PINHALZINHO;30/08/2018
LABORATORIO BURIGO;2419203;80720089000108;SC;FORQUILHINHA;30/08/2018
LABORATORIO BURIGO;2609754;82751082000170;SC;COCAL DO SUL;30/08/2018
LABORATORIO CABORACY KOSOP;2753308;10276353000172;PR;CAMPINA GRANDE DO SUL;30/08/2018
LABORATORIO CABRAL RUBACK;2140225;18785519000198;MG;TIMOTEO;30/08/2018
LABORATORIO CALDAS CALDAS;3659178;02694397000194;MG;CALDAS;30/08/2018
LABORATORIO CALICE DORES DO INDAIA MG;3178013;03677878000154;MG;DORES DO INDAIA;30/08/2018
LABORATORIO CAMPOS;7950950;21270930000135;SC;POUSO REDONDO;30/08/2018
LABORATORIO CARDOSO PEDREGULHO;2745828;51810539000147;SP;PEDREGULHO;30/08/2018
LABORATORIO CARIDADE;5436508;07890327000125;RS;TRES PASSOS;30/08/2018
LABORATORIO CARLOS CHAGAS;1,21412E+15;05518802000101;MG;TEOFILO OTONI;30/08/2018
LABORATORIO CARLOS CHAGAS;2144468;20901435000114;MG;ITAUNA;30/08/2018
LABORATORIO CARLOS CHAGAS;3140962;03743598000105;MS;COXIM;30/08/2018
LABORATORIO CARLOS CHAGAS;5659701;18201046000134;MG;PARACATU;30/08/2018
LABORATORIO CARLOS CHAGAS;2168413;16927048000180;MG;MACHADO;30/08/2018
LABORATORIO CARLOS CHAGAS;2098342;26041640000133;MG;IBIA;30/08/2018
LABORATORIO CARLOS CHAGAS;6035523;02857111000144;PA;ALTAMIRA;30/08/2018
LABORATORIO CARLOS CHAGAS;2207303;02344321000139;MG;OURO BRANCO;30/08/2018
Laboratorio Carlos Chagas                                                                                                           ;2196964;20022992000165;MG;PATOS DE MINAS;30/08/2018
LABORATORIO CARLOS CHAGAS MG1525;2196964;20022992000165;MG;PATOS DE MINAS;30/08/2018
LABORATORIO CARLOS CHAGAS SANTO ANTONIO DO DESCOBERTO;2442493;01841144000133;GO;SANTO ANTONIO DO DESCOBERTO;30/08/2018
LABORATORIO CARLOS CLEMENTE;3162915;03552448000106;PE;SERTANIA;30/08/2018
LABORATORIO CARNEIRO;2782111;78594959000190;PR;SANTO ANTONIO DA PLATINA;30/08/2018
LABORATORIO CARON;2246465;87681805000126;RS;SANANDUVA;30/08/2018
LABORATORIO CARVALHO;2301369;74113051000166;BA;TEIXEIRA DE FREITAS;30/08/2018
LABORATORIO CARVALHO;2790785;04182231000114;SP;DOIS CORREGOS;30/08/2018
LABORATORIO CASAGRANDE;3157407;04921260000150;SC;BARRA VELHA;30/08/2018
LABORATORIO CASTANHEDE;7688946;17910870000281;SC;SAO JOAO DO OESTE;30/08/2018
LABORATORIO CASTANHEDE;2378191;17910870000109;SC;ITAPIRANGA;30/08/2018
LABORATORIO CAVALIERI;3091171;05950138000175;MG;JUIZ DE FORA;30/08/2018
LABORATORIO CEAC;2357968;03120195000100;ES;GUARAPARI;30/08/2018
LABORATORIO CEDAC;2127229;00448435000101;MG;SETE LAGOAS;30/08/2018
LABORATORIO CEDICLIN CANOAS;2229161;88950522000103;RS;CANOAS;30/08/2018
LABORATORIO CELLULA MATER;6284159;68020635000194;SP;SAO VICENTE;30/08/2018
LABORATORIO CEME;3222594;21079207000173;MG;MANHUACU;30/08/2018
LABORATORIO CENI;2336340;01351754000159;SC;BALNEARIO CAMBORIU;30/08/2018
LABORATORIO CENTER BIOMEDICO;2056380;51239119000152;SP;OSASCO;30/08/2018
LABORATORIO CENTER VIDA;9022325;23004949000165;MG;IGUATAMA;30/08/2018
LABORATORIO CENTER VIDA AVANHANDAVA;3482677;02866080000198;SP;AVANHANDAVA;30/08/2018
LABORATORIO CENTERLAB;3390543;00975420000193;SP;PARAGUACU PAULISTA;30/08/2018
LABORATORIO CENTERLIFE;7376596;17703837000108;MG;VARZEA DA PALMA;30/08/2018
LABORATORIO CENTERMED SAO JOAO DA BOA VISTA;5477301;11506324000112;SP;SAO JOAO DA BOA VISTA;30/08/2018
LABORATORIO CENTRAL;2152088;25650995000167;MG;UBERLANDIA;30/08/2018
LABORATORIO CENTRAL;7597924;83729277000187;SC;GAROPABA;30/08/2018
LABORATORIO CENTRAL;2242281;01927752000165;RS;SANTA MARIA;30/08/2018
LABORATORIO CENTRAL;5405270;03833574000139;PR;CARLOPOLIS;30/08/2018
LABORATORIO CENTRAL DE ALTAMIRA;6035523;02857111000144;PA;URUARA;30/08/2018
LABORATORIO CENTRAL DE ANALISES CLINICAS;2385929;75483495000156;SC;IMBITUBA;30/08/2018
LABORATORIO CENTRAL DE ANALISES CLINICAS LTDA ME;2263343;89707723000139;RS;IBIRUBA;30/08/2018
LABORATORIO CENTRAL DE APARECIDA DE GOIANIA LTDA;2358603;02616343000100;GO;APARECIDA DE GOIANIA;30/08/2018
LABORATORIO CENTROLAB;3458245;27563303000179;ES;LINHARES;30/08/2018
LABORATORIO CENTROLAB;2518597;37300415000190;GO;GOIANIA;30/08/2018
LABORATORIO CEPAC;219680;22231047000107;MG;PATOS DE MINAS;30/08/2018
LABORATORIO CEPAC;2196980;22231047000107;MG;PATOS DE MINAS;30/08/2018
LABORATORIO CESA DE ANALISES CLINICAS LTDA;3280004;05677419000104;SC;SIDEROPOLIS;30/08/2018
LABORATORIO CESAR COSTA;2239442;90774027000124;RS;CAXIAS DO SUL;30/08/2018
LABORATORIO CETEL;2577666;06788751000109;PR;LONDRINA;30/08/2018
LABORATORIO CHAPECO DE ANALISES E PESQUISAS CLINICAS LTDA;2537214;78611878000150;SC;CHAPECO;30/08/2018
LABORATORIO CHARLES DARWIN;6293429;10802519000147;MT;NOVA MUTUM;30/08/2018
LABORATORIO CIANORTE;2733943;75782656000102;PR;CIANORTE;30/08/2018
LABORATÓRIO CID                                                                                                                     ;2,04328E+14;03406841000191;RO;JI-PARANA;30/08/2018
LABORATORIO CIDAP;2218771;01073533000166;MG;JUIZ DE FORA;30/08/2018
LABORATORIO CIENCIA;19895;78890720000167;SC;FLORIANOPOLIS;30/08/2018
LABORATORIO CIENCIAS;2425084;73590234000100;CE;SOBRAL;30/08/2018
LABORATORIO CITCLIN;7055145;15609995000160;RJ;BOM JESUS DO ITABAPOANA;30/08/2018
LABORATORIO CITO ANALISES;9088113;23827221000133;RS;PALMEIRA DAS MISSOES;30/08/2018
LABORATORIO CITOCENTER;3040038;04181631000105;MG;MONTES CLAROS;30/08/2018
LABORATORIO CITOCLINICA;3000745;74011339000120;MG;BELO HORIZONTE;30/08/2018
LABORATORIO CITODIAGNOSTICO;3004295;01999095000242;MG;BELO HORIZONTE;30/08/2018
LABORATORIO CITODIAGNOSTICO DRA LEILA SZNAJDERMAN TAUBATE;2064057;01964712000193;SP;TAUBATE;30/08/2018
LABORATORIO CITODIAGNOSTICO DRA LEILA SZNAJDERMAN TAUBATE;2064750;01964712000193;SP;TAUBATE;30/08/2018
LABORATORIO CITOLAB;3559939;07052595000178;CE;TABULEIRO DO NORTE;30/08/2018
LABORATORIO CITOLAB LTDA;2227878;00215371000190;RS;CAMAQUA;30/08/2018
LABORATORIO CITOLAB UNIDADE ATHENAS;9,80016E+14;10422722000198;MG;MONTES CLAROS;30/08/2018
LABORATORIO CITOLAB UNIDADE ATHENAS;9,80016E+14;10422722000198;MG;MONTES CLAROS;30/08/2018
LABORATORIO CITOPREV ANALISES CLINICAS NATIVIDADE;3044092;08409975000180;TO;NATIVIDADE;30/08/2018
LABORATORIO CL MARTINS LTDA;2300907;95878138000102;SC;CORREIA PINTO;30/08/2018
LABORATORIO CLAUDIO SAAD;2782073;72340524000132;PR;RIBEIRAO CLARO;30/08/2018
LABORATORIO CLINAC JAU;2790807;54712989000195;SP;JAU;30/08/2018
LABORATORIO CLINASE;2192802;17381146000127;MG;TEOFILO OTONI;30/08/2018
LABORATORIO CLINICA OCUPACIONAL;7753160;08861741000179;ES;DOMINGOS MARTINS;30/08/2018
LABORATORIO CLINICO BIOANALISE LTDA;6442269;10926781000101;MG;EUGENOPOLIS;30/08/2018
LABORATORIO CLINICO BIOLAB;2228491;74750696000100;RS;CAICARA;30/08/2018
LABORATORIO CLINICO COTILAB DE COTIA;2065940;53417366000127;SP;COTIA;30/08/2018
LABORATORIO CLINICO DE PIRIPIRI;4009657;06982342000130;PI;PIRIPIRI;30/08/2018
LABORATORIO CLINICO IBATE;5243203;04322316000150;SP;IBATE;30/08/2018
LABORATORIO CLINICO NO HOSPITAL PALMEIRA;2234602;03585413000173;RS;PALMEIRA DAS MISSOES;30/08/2018
LABORATORIO CLINICO SANTA CLARA;2038579;01921137000141;SP;SANTOS;30/08/2018
LABORATORIO CLINICO TRIANALISES SOROCABA;2075997;60120458000106;SP;SOROCABA;30/08/2018
LABORATORIO CLINILABOR;2247658;90791609000119;RS;SAO BORJA;30/08/2018
LABORATORIO CLINILABOR LTDA;2129434;20486098000146;MG;PONTE NOVA;30/08/2018
LABORATORIO CLINIPON;3038432;77035566000183;PR;PONTA GROSSA;30/08/2018
LABORATORIO CLINLAB;2159732;00499183000131;MG;DIVINOPOLIS;30/08/2018
LABORATORIO CLOVIS AGUIAR;2221608;21552112000125;MG;JUIZ DE FORA;30/08/2018
LABORATORIO CLOVIS RIBEIRO;3505294;44468569000151;SP;FRANCA;30/08/2018
LABORATORIO COFFERS;5073324;05460695000108;SP;SANTA CRUZ DO RIO PARDO;30/08/2018
LABORATORIO COLMAN LTDA;2229323;96758982000154;RS;SAO LEOPOLDO;30/08/2018
LABORATORIO COLPAT SS PATOLOGIA ESPECIALIZADA SOROCABA;6148557;03217520000149;SP;SOROCABA;30/08/2018
LABORATORIO CONCEITO;3202046;10681405000196;MT;PRIMAVERA DO LESTE;30/08/2018
LABORATORIO CONTINENTE;2663627;81331480000175;SC;SAO JOSE;30/08/2018
LABORATORIO CONTROLE RIBEIRAO PRETO;7727801;02317009000237;SP;RIBEIRAO PRETO;30/08/2018
LABORATORIO CORDEIRENSE;2293544;29103587000146;RJ;CORDEIRO;30/08/2018
LABORATORIO CORREA MENDES;2308304;07636806000110;MA;SAO LUIS;30/08/2018
LABORATORIO CORREIA ALVES;3257940;02033543000130;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO CORTEZ MOREIRA;2456060;06375273000105;MA;IMPERATRIZ;30/08/2018
LABORATORIO COSER;3061833;31279656000119;ES;NOVA VENECIA;30/08/2018
LABORATORIO COSTA REZENDE DE BOM DESPACHO;2144069;02507464000114;MG;BOM DESPACHO;30/08/2018
LABORATORIO COSTA ROSA;3486737;07333605000143;MS;NAVIRAI;30/08/2018
LABORATORIO CRISTINA;2377845;79858189000108;SC;IBIRAMA;30/08/2018
LABORATORIO CRUZ;2654792;39375670000128;ES;LINHARES;30/08/2018
LABORATORIO CURA DARES;7376146;04242488000114;MG;PAVAO;30/08/2018
LABORATORIO CYTOGENESIS;27499;23375785000182;MG;BELO HORIZONTE;30/08/2018
LABORATORIO D EDUARDO;2416050;40739070000180;BA;ILHEUS;30/08/2018
LABORATORIO DA APEC;2086921;44860740000173;SP;PRESIDENTE PRUDENTE;30/08/2018
LABORATORIO DAC PIRASSUNUNGA;3290336;54852405000187;SP;PIRASSUNUNGA;30/08/2018
LABORATORIO DAL PONT;2647249;04956464000127;SC;CRICIUMA;30/08/2018
LABORATORIO DALMO COUTINHO;2221926;74083171000168;MG;ITAUNA;30/08/2018
LABORATORIO DAMIANI KOERICH;20230;79877023000139;SC;FLORIANOPOLIS;30/08/2018
LABORATORIO DANTAS MOREIRA LTDA;2140241;20824454000194;MG;TIMOTEO;30/08/2018
LABORATORIO DE A DR IVAN CAVALCANTE;3747611;24291858000110;PB;CAJAZEIRAS;30/08/2018
LABORATORIO DE ANAL CLI MADALOZZO CAMATI SC LTDA;3142809;00756167000187;SC;CACADOR;30/08/2018
LABORATORIO DE ANAL CLINICAS DR ARNALDO OLIVEIRA;2017202;15790215000120;AM;MANAUS;30/08/2018
LABORATORIO DE ANAL CLINICAS VICENTE LEMOS FILIAL ITAPIPOCA;3190854;12478186000178;CE;ITAPIPOCA;30/08/2018
LABORATORIO DE ANALISE CLINICA;2348411;08155806000160;PE;SERRA TALHADA;30/08/2018
LABORATORIO DE ANALISE CLINICA DR JOAO VERAS DINIZ;2606305;02350582000161;PB;CATOLE DO ROCHA;30/08/2018
LABORATORIO DE ANALISE CLINICA HEMOLAB LTDA EPP;9167323;05958816000227;MG;PORTO FIRME;30/08/2018
LABORATORIO DE ANALISE CLINICA SAO JORGE;2571765;80520661000187;PR;CAFELANDIA;30/08/2018
LABORATORIO DE ANALISES APOLO LTDA;7131011;00421604000705;MG;SIMONESIA;30/08/2018
LABORATORIO DE ANALISES BARACCHINI DE RIBEIRAO PRETO;2076179;55975510000176;SP;RIBEIRAO PRETO;30/08/2018
LABORATORIO DE ANALISES CLINICA MENDEL S E LTDA;5347750;08446282000167;SP;SANTOS;30/08/2018
LABORATORIO DE ANALISES CLINICA SPERRY;5970482;85154474000140;SC;SAO CARLOS;30/08/2018
LABORATORIO DE ANALISES CLINICAS;3119319;10755379000101;PB;CATOLE DO ROCHA;30/08/2018
LABORATORIO DE ANALISES CLINICAS ADOLPHO LUTZ SC LTDA;2254557;89393953000170;RS;SANTA ROSA;30/08/2018
LABORATORIO DE ANALISES CLINICAS ADOLPHO LUTZ SC LTDA;2354557;89393953000170;RS;SANTA ROSA;30/08/2018
LABORATORIO DE ANALISES CLINICAS ANALAB;2810407;03558054000165;PR;PATO BRAGADO;30/08/2018
LABORATORIO DE ANALISES CLINICAS ATHOS;2153599;20436952000160;MG;JUIZ DE FORA;30/08/2018
LABORATORIO DE ANALISES CLINICAS BADY BASSITT;2028611;00167463000142;SP;BADY BASSITT;30/08/2018
LABORATORIO DE ANALISES CLINICAS BIOANALISE;5169755;07825945000191;SP;GUAIRA;30/08/2018
LABORATORIO DE ANALISES CLINICAS BIOCENTER ORLANDIA;6115462;09485025000105;SP;ORLANDIA;30/08/2018
LABORATORIO DE ANALISES CLINICAS BRAGANCA;6157327;45618782000165;SP;BRAGANCA PAULISTA;30/08/2018
LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS;3878473;08547358000140;RN;SANTA CRUZ;30/08/2018
LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS;2141736;01122138000126;MG;SAO JOAO NEPOMUCENO;30/08/2018
LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS PSO DO NTE;2729725;76715390000148;PR;PARAISO DO NORTE;30/08/2018
LABORATORIO DE ANALISES CLINICAS CASELLA SANTA FE DO SUL;2054116;46602595000156;SP;SANTA FE DO SUL;30/08/2018
LABORATORIO DE ANALISES CLINICAS CEDRO LABORATORIO 3;3690709;16718066000151;MG;SANTA RITA DO SAPUCAI;30/08/2018
LABORATORIO DE ANALISES CLINICAS CELLI;6509231;04097830000130;PR;SAO JOAO;30/08/2018
LABORATORIO DE ANALISES CLINICAS CELLULA MATER SC LTDA;3752216;68020635000275;SP;SANTOS;30/08/2018
LABORATORIO DE ANALISES CLINICAS CENTROLAB;5010179;07820703000105;MS;CAMAPUA;30/08/2018
LABORATORIO DE ANALISES CLINICAS CONFIARE;9093389;24385350000181;PR;IVAI;30/08/2018
LABORATORIO DE ANALISES CLINICAS CRUZEIRO DO SUL;2054361;65691693000151;SP;OSASCO;30/08/2018
LABORATORIO DE ANALISES CLINICAS CRUZEIRO TATUI SP;2823020;05519134000137;SP;TATUI;30/08/2018
LABORATORIO DE ANALISES CLINICAS DANTAS;2593408;11979887000128;RN;MACAIBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DE BETIM LACLIBE;3863166;19257948000155;MG;BETIM;30/08/2018
LABORATORIO DE ANALISES CLINICAS DE FERNANDOPOLIS;2041030;01609918000103;SP;FERNANDOPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS DE GUAPIACU;2060884;56358625000184;SP;GUAPIACU;30/08/2018
LABORATORIO DE ANALISES CLINICAS DE RIO PIRACICABA;3261123;18266817000171;MG;RIO PIRACICABA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DE SOROCABA;2054469;71864169000138;SP;SOROCABA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DIOGO CARVALHO;7022069;09285523000104;MG;GONZAGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DIVINO ESPIRITO SANTO;2118521;21448584000132;MG;CARATINGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DOFF SOTTA;2686589;01600674000190;PR;CASTRO;30/08/2018
LABORATORIO DE ANALISES CLINICAS DOUTOR AURELIO;2611759;07819543000184;CE;SOBRAL;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR ADO C VIEIRA;2419637;81384182000143;SC;URUSSANGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR ANIBAL MATHIAS;6202799;10235251000109;ES;PIUMA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR CELIO RAMOS;2661411;84934736000127;SC;LAGES;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR GIOVANNI;2122006;00812557000127;MG;LEOPOLDINA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR GLAUCO CESARIO PEREIRA;2303140;81366817000180;SC;ITAPEMA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR IVANILDA QUIRINO;6879144;12858870000185;RN;PARNAMIRIM;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR JML;3276910;73473266000125;CE;CRATEUS;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR JUAREZ O TEIXEIRA;2577364;75357855000173;PR;BANDEIRANTES;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR LAURO CATANADUVA;2070391;02805555000136;SP;CATANDUVA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR LEAO DE MOURA LTDA;3787303;58157694000155;SP;SANTOS;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR NOBRE LTDA;2593386;02440715000190;RN;MACAIBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS DR TOMAZ ARAGAO LTDA;2327422;10462398000131;CE;GUARACIABA DO NORTE;30/08/2018
LABORATORIO DE ANALISES CLINICAS E CITOL PREV LTDA;2195208;00127525000192;MG;LEOPOLDINA;30/08/2018
LABORATORIO DE ANALISES CLINICAS E CITOLOGICAS SANTA CLARA;2037491;01498718000112;SP;SANTOS;30/08/2018
LABORATORIO DE ANALISES CLINICAS EXAME;2377934;80470396000170;SC;AGROLANDIA;30/08/2018
LABORATORIO DE ANALISES CLINICAS FAITA;2691337;02073169000105;SC;PENHA;30/08/2018
LABORATORIO DE ANALISES CLINICAS FERNANDOPOLIS;3694763;47851225000115;SP;FERNANDOPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS FERREIRA GEDIEL LTDA;2247720;94204278000124;RS;ALEGRETE;30/08/2018
LABORATORIO DE ANALISES CLINICAS FEY;3404595;06991896000102;SC;TROMBUDO CENTRAL;30/08/2018
LABORATORIO DE ANALISES CLINICAS FRANKEL E FRANKEL;2814196;42546036000115;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO DE ANALISES CLINICAS FUGITA MONTE ALTO;2048418;57717217000134;SP;MONTE ALTO;30/08/2018
LABORATORIO DE ANALISES CLINICAS GALENO;2734044;76318716000101;PR;UBIRATA;30/08/2018
LABORATORIO DE ANALISES CLINICAS GEMELLI LTDA ME;7386028;10955543000205;RS;REDENTORA;30/08/2018
LABORATORIO DE ANALISES CLINICAS GERSA ALENCAR;2610531;05455290000181;CE;MAURITI;30/08/2018
LABORATORIO DE ANALISES CLINICAS GIANNE LTDA;2491253;01977734000198;SC;IRINEOPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS GRACANO LTDA;2206765;04192283000171;MG;BARROSO;30/08/2018
LABORATORIO DE ANALISES CLINICAS HELIO NAKABASHI VOTUPORANGA;2050498;03025396000110;SP;VOTUPORANGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS HEMOANALISES;5596394;08402580000155;MG;LEOPOLDINA;30/08/2018
LABORATORIO DE ANALISES CLINICAS HEMOLAB;6956793;05958816000570;MG;PIRANGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS HOFFMANN;2521911;79013397000106;SC;BRUSQUE;30/08/2018
LABORATORIO DE ANALISES CLINICAS ITUPORANGA LTDA;2377772;83621938000156;SC;ITUPORANGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS JOAO ADROALDO;3582426;07175889000197;PR;CRUZMALTINA;30/08/2018
LABORATORIO DE ANALISES CLINICAS JUSSARA;5044863;21416581000117;MG;MUZAMBINHO;30/08/2018
LABORATORIO DE ANALISES CLINICAS LAACLIN;3935671;07542011000142;ES;IBITIRAMA;30/08/2018
LABORATORIO DE ANALISES CLINICAS LAB CENTER;6886698;08767597000106;MG;SANTA MARGARIDA;30/08/2018
LABORATORIO DE ANALISES CLINICAS LABORVIDA;2411459;01270095000126;SC;MORRO DA FUMACA;30/08/2018
LABORATORIO DE ANALISES CLINICAS LOUIS PASTER DE PIRAUBA LTD;3061086;20354346000286;MG;UBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS LOUIS PASTER DE PIRAUBA LTD;3061027;20354346000103;MG;PIRAUBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS MARIA DAS GRACAS;2515113;14750939000188;BA;SENHOR DO BONFIM;30/08/2018
LABORATORIO DE ANALISES CLINICAS MARTEL;3533654;05566056000121;RS;IJUI;30/08/2018
LABORATORIO DE ANALISES CLINICAS MASTER;6562779;11844965000187;RS;SALTO DO JACUI;30/08/2018
LABORATORIO DE ANALISES CLINICAS MATAO;3849902;72916885000184;SP;MATAO;30/08/2018
LABORATORIO DE ANALISES CLINICAS MC LS DE VARGEM GRANDE;2048213;00251768000138;SP;VARGEM GRANDE DO SUL;30/08/2018
LABORATORIO DE ANALISES CLINICAS N SENHORA DE FATIMA;7704631;83893438000335;SC;ITUPORANGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS NOSSA SENHORA DE FATIMA;20192;83893438000173;SC;FLORIANOPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS NOSSA SENHORA DE FATIMA;5090512;17043928000156;MG;BOCAIUVA;30/08/2018
LABORATORIO DE ANALISES CLINICAS NS FATIMA;2004992;08439473000100;AL;ARAPIRACA;30/08/2018
LABORATORIO DE ANALISES CLINICAS PAMPANELLI;3381919;07063025000183;SP;CARAGUATATUBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS PANIZ MEDEIROS;2238667;89999783000172;RS;ANTONIO PRADO;30/08/2018
LABORATORIO DE ANALISES CLINICAS PASCOTO LTDA;5631297;73833352000282;RJ;NITEROI;30/08/2018
LABORATORIO DE ANALISES CLINICAS PREV LAB PORTO FERREIRA;5299691;06063773000101;SP;PORTO FERREIRA;30/08/2018
LABORATORIO DE ANALISES CLINICAS PRO VIDA;7867484;02604146000171;SP;LINS;30/08/2018
LABORATORIO DE ANALISES CLINICAS PRO VIDA LTDA ME;7867484;02604146000252;SP;PROMISSAO;30/08/2018
LABORATORIO DE ANALISES CLINICAS PROEXAME LTDA;2623293;02486648000145;SC;SAO LUDGERO;30/08/2018
LABORATORIO DE ANALISES CLINICAS RENESCAR SC LTDA;6928706;43349687000188;SP;SAO PAULO;30/08/2018
LABORATORIO DE ANALISES CLINICAS RIBEIRAO PRETO;2076756;52392677000116;SP;RIBEIRAO PRETO;30/08/2018
LABORATORIO DE ANALISES CLINICAS ROBERTO BERNARDES TAMBAU;3151735;05574963000112;SP;TAMBAU;30/08/2018
LABORATORIO DE ANALISES CLINICAS ROBERTO NAKATA;6648819;57327447000359;MS;BATAGUASSU;30/08/2018
LABORATORIO DE ANALISES CLINICAS RODRIGUES LTDA;6489060;03891071000110;MG;MONTE BELO;30/08/2018
LABORATORIO DE ANALISES CLINICAS RUIZ;3128474;54352216000145;SP;PERUIBE;30/08/2018
LABORATORIO DE ANALISES CLINICAS SABIN;2482428;07270671000111;CE;FORTALEZA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SALTO DO LONTRA;2585405;78103702000198;PR;SALTO DO LONTRA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAMUEL PESSOA LTDA;9178104;50103555001290;SP;HORTOLANDIA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAMUEL PESSOA LTDA;9161414;50103555001028;SP;CAMPINAS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANITAS;7014821;49093024000474;SP;SAO PAULO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA CLARA;6496067;11151816000132;RN;CAICO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA CLARA;2037491;01498718000546;SP;CUBATAO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA CRUZ;3171248;76726769000153;PR;CURITIBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA HELENA COLORADO;2734095;85008910000173;PR;COLORADO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA HELENA DOURADO SP;8640202;07717811000157;SP;DOURADO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA LUCIA;3149579;03845572000160;MS;APARECIDA DO TABOADO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA MARIA;3986772;05736887000102;SP;FERNANDOPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA PAULA;7786956;21414848000137;MG;POUSO ALEGRE;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA RITA;2621479;05843198000199;PA;TUCURUI;30/08/2018
